EP102024,               JOHN,     24,
20240922, 1200,  , TD, 13.8N,  98.6W,  25, 1005,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   40
20240922, 1800,  , TD, 13.9N,  98.6W,  30, 1004,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   30
20240923, 0000,  , TS, 14.0N,  98.6W,  35, 1002,   30,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   30
20240923, 0600,  , TS, 14.2N,  98.5W,  40, 1000,   30,   20,   20,   20,    0,    0,    0,    0,    0,    0,    0,    0,   20
20240923, 1200,  , TS, 14.6N,  98.4W,  60,  992,   40,   30,   30,   30,   20,    0,    0,    0,    0,    0,    0,    0,   20
20240923, 1800,  , HU, 15.2N,  98.4W,  80,  977,   40,   40,   30,   40,   20,   20,   15,   20,   10,   10,   10,   10,   10
20240924, 0000,  , HU, 15.9N,  98.6W, 100,  960,   40,   40,   30,   40,   20,   20,   15,   20,   10,   10,   10,   10,   10
20240924, 0315, L, HU, 16.6N,  98.9W, 105,  956,   40,   40,   30,   40,   20,   20,   15,   20,   10,   10,   10,   10,   10
20240924, 0600,  , HU, 16.9N,  99.3W,  85,  973,   30,   50,   40,   30,   10,   30,   20,   10,    0,   10,   10,    0,   10
20240924, 1200,  , TS, 17.5N, 100.3W,  45,  999,    0,   70,   70,    0,    0,    0,    0,    0,    0,    0,    0,    0,   20
20240924, 1800,  , DB, 17.4N, 100.7W,  30, 1003,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   40
20240925, 0000,  , DB, 17.1N, 101.0W,  30, 1001,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   50
20240925, 0600,  , LO, 16.8N, 101.3W,  30, 1000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   50
20240925, 1200,  , TS, 16.4N, 101.5W,  35, 1000,   40,   70,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   70
20240925, 1800,  , TS, 16.7N, 101.7W,  45,  996,   40,  120,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,   40
20240926, 0000,  , TS, 16.9N, 102.0W,  55,  984,   40,  120,   60,   50,    0,   15,   15,   20,    0,    0,    0,    0,   15
20240926, 0600,  , TS, 17.0N, 102.3W,  60,  982,   40,  120,   60,   50,    0,   15,   15,   10,    0,    0,    0,    0,   15
20240926, 1200,  , HU, 17.1N, 102.5W,  65,  979,   40,  120,   60,   50,   15,   15,   15,   15,   10,   10,    0,    0,   10
20240926, 1800,  , HU, 17.3N, 102.7W,  65,  979,   40,  130,   50,   50,   20,   30,   20,   20,   10,   10,    0,    0,   10
20240927, 0000,  , TS, 17.5N, 102.9W,  60,  984,   40,  140,   60,   40,   20,   30,   25,   20,    0,    0,    0,    0,   10
20240927, 0600,  , TS, 17.8N, 102.9W,  55,  988,   40,  140,   60,   40,   20,   30,   25,   20,    0,    0,    0,    0,   10
20240927, 1200,  , TS, 18.0N, 102.9W,  50,  993,   40,  140,   60,   40,   20,   30,   25,   20,    0,    0,    0,    0,   20
20240927, 1600, L, TS, 18.2N, 103.1W,  50,  993,   40,  140,   60,   40,   20,   30,   25,   20,    0,    0,    0,    0,   20
20240927, 1800,  , TS, 18.3N, 103.2W,  35, 1000,    0,   90,   60,    0,    0,    0,    0,    0,    0,    0,    0,    0,   20
